sleep_hours,distance,date,user_type
6.97,8.39,5/3/2016,Pro level
7.15,8.39,5/3/2016,Pro level
7.18,8.39,5/3/2016,Pro level
7.23,8.39,5/3/2016,Pro level
7.38,8.39,5/3/2016,Pro level
7.55,8.39,5/3/2016,Pro level
7.62,8.39,5/3/2016,Pro level
7.73,8.39,5/3/2016,Pro level
7.80,8.39,5/3/2016,Pro level
7.83,8.39,5/3/2016,Pro level
7.85,8.39,5/3/2016,Pro level
7.92,8.39,5/3/2016,Pro level
8.10,8.39,5/3/2016,Pro level
8.13,8.39,5/3/2016,Pro level
8.23,8.39,5/3/2016,Pro level
8.25,8.39,5/3/2016,Pro level
9.02,8.39,5/3/2016,Pro level
10.13,8.39,5/3/2016,Pro level
10.67,8.39,5/3/2016,Pro level
11.30,8.39,5/3/2016,Pro level
11.43,8.39,5/3/2016,Pro level
12.08,8.39,5/3/2016,Pro level
14.05,8.39,5/3/2016,Pro level
1.30,8.25,5/3/2016,Pro level
6.10,8.25,5/3/2016,Pro level
6.20,8.25,5/3/2016,Pro level
6.28,8.25,5/3/2016,Pro level
6.63,8.25,5/3/2016,Pro level
6.70,8.25,5/3/2016,Pro level
6.88,8.25,5/3/2016,Pro level
7.22,8.25,5/3/2016,Pro level
7.28,8.25,5/3/2016,Pro level
7.30,8.25,5/3/2016,Pro level
7.42,8.25,5/3/2016,Pro level
7.53,8.25,5/3/2016,Pro level
7.63,8.25,5/3/2016,Pro level
7.68,8.25,5/3/2016,Pro level
7.75,8.25,5/3/2016,Pro level
7.93,8.25,5/3/2016,Pro level
8.00,8.25,5/3/2016,Pro level
8.08,8.25,5/3/2016,Pro level
8.28,8.25,5/3/2016,Pro level
9.05,8.25,5/3/2016,Pro level
9.22,8.25,5/3/2016,Pro level
9.37,8.25,5/3/2016,Pro level
9.72,8.25,5/3/2016,Pro level
10.25,8.25,5/3/2016,Pro level
10.57,8.25,5/3/2016,Pro level
5.83,0.00,5/3/2016,Beginner Level
6.12,0.00,5/3/2016,Beginner Level
6.63,0.00,5/3/2016,Beginner Level
6.92,0.00,5/3/2016,Beginner Level
6.93,0.00,5/3/2016,Beginner Level
8.20,0.00,5/3/2016,Beginner Level
8.37,0.00,5/3/2016,Beginner Level
8.45,0.00,5/3/2016,Beginner Level
8.50,0.00,5/3/2016,Beginner Level
8.70,0.00,5/3/2016,Beginner Level
8.98,0.00,5/3/2016,Beginner Level
9.10,0.00,5/3/2016,Beginner Level
9.17,0.00,5/3/2016,Beginner Level
9.28,0.00,5/3/2016,Beginner Level
9.58,0.00,5/3/2016,Beginner Level
10.05,0.00,5/3/2016,Beginner Level
10.60,0.00,5/3/2016,Beginner Level
11.63,0.00,5/3/2016,Beginner Level
4.33,0.01,5/3/2016,Beginner Level
6.77,0.01,5/3/2016,Beginner Level
7.35,0.01,5/3/2016,Beginner Level
5.57,8.12,5/3/2016,Pro level
6.10,8.12,5/3/2016,Pro level
6.43,8.12,5/3/2016,Pro level
6.45,8.12,5/3/2016,Pro level
6.92,8.12,5/3/2016,Pro level
6.97,8.12,5/3/2016,Pro level
7.07,8.12,5/3/2016,Pro level
7.10,8.12,5/3/2016,Pro level
7.25,8.12,5/3/2016,Pro level
7.43,8.12,5/3/2016,Pro level
7.45,8.12,5/3/2016,Pro level
7.55,8.12,5/3/2016,Pro level
7.58,8.12,5/3/2016,Pro level
7.62,8.12,5/3/2016,Pro level
7.63,8.12,5/3/2016,Pro level
7.70,8.12,5/3/2016,Pro level
7.78,8.12,5/3/2016,Pro level
8.00,8.12,5/3/2016,Pro level
8.02,8.12,5/3/2016,Pro level
8.03,8.12,5/3/2016,Pro level
8.18,8.12,5/3/2016,Pro level
8.28,8.12,5/3/2016,Pro level
8.57,8.12,5/3/2016,Pro level
8.92,8.12,5/3/2016,Pro level
9.10,8.12,5/3/2016,Pro level
9.48,8.12,5/3/2016,Pro level
11.32,8.12,5/3/2016,Pro level
1.02,10.87,5/3/2016,Pro level
1.37,10.87,5/3/2016,Pro level
5.55,6.76,5/3/2016,Intermediate Level
6.12,6.76,5/3/2016,Intermediate Level
6.43,6.76,5/3/2016,Intermediate Level
6.78,6.76,5/3/2016,Intermediate Level
6.85,6.76,5/3/2016,Intermediate Level
7.27,6.76,5/3/2016,Intermediate Level
7.30,6.76,5/3/2016,Intermediate Level
7.45,6.76,5/3/2016,Intermediate Level
7.47,6.76,5/3/2016,Intermediate Level
7.62,6.76,5/3/2016,Intermediate Level
7.65,6.76,5/3/2016,Intermediate Level
7.68,6.76,5/3/2016,Intermediate Level
7.72,6.76,5/3/2016,Intermediate Level
7.75,6.76,5/3/2016,Intermediate Level
7.93,6.76,5/3/2016,Intermediate Level
7.98,6.76,5/3/2016,Intermediate Level
8.05,6.76,5/3/2016,Intermediate Level
8.15,6.76,5/3/2016,Intermediate Level
8.33,6.76,5/3/2016,Intermediate Level
8.37,6.76,5/3/2016,Intermediate Level
8.50,6.76,5/3/2016,Intermediate Level
8.75,6.76,5/3/2016,Intermediate Level
9.13,6.76,5/3/2016,Intermediate Level
11.73,6.76,5/3/2016,Intermediate Level
1.25,11.90,5/3/2016,Pro level
5.62,11.90,5/3/2016,Pro level
8.22,11.90,5/3/2016,Pro level
5.92,6.91,5/3/2016,Intermediate Level
5.93,6.91,5/3/2016,Intermediate Level
6.42,6.91,5/3/2016,Intermediate Level
6.45,6.91,5/3/2016,Intermediate Level
6.52,6.91,5/3/2016,Intermediate Level
6.65,6.91,5/3/2016,Intermediate Level
6.70,6.91,5/3/2016,Intermediate Level
6.82,6.91,5/3/2016,Intermediate Level
6.95,6.91,5/3/2016,Intermediate Level
7.02,6.91,5/3/2016,Intermediate Level
7.15,6.91,5/3/2016,Intermediate Level
7.52,6.91,5/3/2016,Intermediate Level
7.58,6.91,5/3/2016,Intermediate Level
7.82,6.91,5/3/2016,Intermediate Level
7.95,6.91,5/3/2016,Intermediate Level
8.12,6.91,5/3/2016,Intermediate Level
8.20,6.91,5/3/2016,Intermediate Level
8.55,6.91,5/3/2016,Intermediate Level
8.88,6.91,5/3/2016,Intermediate Level
8.98,6.91,5/3/2016,Intermediate Level
9.10,6.91,5/3/2016,Intermediate Level
9.25,6.91,5/3/2016,Intermediate Level
9.27,6.91,5/3/2016,Intermediate Level
9.37,6.91,5/3/2016,Intermediate Level
9.73,6.91,5/3/2016,Intermediate Level
9.85,6.91,5/3/2016,Intermediate Level
10.00,6.91,5/3/2016,Intermediate Level
10.10,6.91,5/3/2016,Intermediate Level
11.48,6.91,5/3/2016,Intermediate Level
6.00,1.55,5/3/2016,Beginner Level
6.28,1.55,5/3/2016,Beginner Level
6.77,1.55,5/3/2016,Beginner Level
6.78,1.55,5/3/2016,Beginner Level
6.93,1.55,5/3/2016,Beginner Level
7.05,1.55,5/3/2016,Beginner Level
7.13,1.55,5/3/2016,Beginner Level
7.72,1.55,5/3/2016,Beginner Level
8.22,1.55,5/3/2016,Beginner Level
8.38,1.55,5/3/2016,Beginner Level
8.78,1.55,5/3/2016,Beginner Level
9.08,1.55,5/3/2016,Beginner Level
9.12,1.55,5/3/2016,Beginner Level
9.20,1.55,5/3/2016,Beginner Level
4.40,7.15,5/4/2016,Intermediate Level
4.57,7.15,5/4/2016,Intermediate Level
4.93,7.15,5/4/2016,Intermediate Level
5.10,7.15,5/4/2016,Intermediate Level
5.15,7.15,5/4/2016,Intermediate Level
5.33,7.15,5/4/2016,Intermediate Level
5.38,7.15,5/4/2016,Intermediate Level
5.70,7.15,5/4/2016,Intermediate Level
5.77,7.15,5/4/2016,Intermediate Level
5.82,7.15,5/4/2016,Intermediate Level
5.90,7.15,5/4/2016,Intermediate Level
6.07,7.15,5/4/2016,Intermediate Level
6.12,7.15,5/4/2016,Intermediate Level
6.28,7.15,5/4/2016,Intermediate Level
6.40,7.15,5/4/2016,Intermediate Level
6.55,7.15,5/4/2016,Intermediate Level
6.60,7.15,5/4/2016,Intermediate Level
6.72,7.15,5/4/2016,Intermediate Level
6.78,7.15,5/4/2016,Intermediate Level
7.08,7.15,5/4/2016,Intermediate Level
7.37,7.15,5/4/2016,Intermediate Level
7.48,7.15,5/4/2016,Intermediate Level
10.18,7.15,5/4/2016,Intermediate Level
11.87,7.15,5/4/2016,Intermediate Level
2.12,1.68,5/4/2016,Beginner Level
2.37,1.68,5/4/2016,Beginner Level
2.57,1.68,5/4/2016,Beginner Level
16.02,1.68,5/4/2016,Beginner Level
16.02,1.37,5/4/2016,Beginner Level
2.97,1.24,5/4/2016,Beginner Level
5.25,1.24,5/4/2016,Beginner Level
7.03,1.24,5/4/2016,Beginner Level
8.32,1.24,5/4/2016,Beginner Level
12.92,1.24,5/4/2016,Beginner Level
6.33,4.07,5/4/2016,Beginner Level
8.08,4.07,5/4/2016,Beginner Level
8.30,4.07,5/4/2016,Beginner Level
8.50,4.07,5/4/2016,Beginner Level
8.57,4.07,5/4/2016,Beginner Level
8.68,4.07,5/4/2016,Beginner Level
8.85,4.07,5/4/2016,Beginner Level
9.00,4.07,5/4/2016,Beginner Level
9.05,4.07,5/4/2016,Beginner Level
9.08,4.07,5/4/2016,Beginner Level
9.10,4.07,5/4/2016,Beginner Level
9.13,4.07,5/4/2016,Beginner Level
9.22,4.07,5/4/2016,Beginner Level
9.23,4.07,5/4/2016,Beginner Level
9.27,4.07,5/4/2016,Beginner Level
9.33,4.07,5/4/2016,Beginner Level
9.42,4.07,5/4/2016,Beginner Level
9.45,4.07,5/4/2016,Beginner Level
9.47,4.07,5/4/2016,Beginner Level
9.55,4.07,5/4/2016,Beginner Level
9.85,4.07,5/4/2016,Beginner Level
10.12,4.07,5/4/2016,Beginner Level
1.15,0.81,5/4/2016,Beginner Level
5.08,9.44,5/4/2016,Pro level
5.60,9.44,5/4/2016,Pro level
6.18,9.44,5/4/2016,Pro level
6.20,9.44,5/4/2016,Pro level
6.37,9.44,5/4/2016,Pro level
6.40,9.44,5/4/2016,Pro level
6.58,9.44,5/4/2016,Pro level
6.62,9.44,5/4/2016,Pro level
7.05,9.44,5/4/2016,Pro level
7.38,9.44,5/4/2016,Pro level
7.53,9.44,5/4/2016,Pro level
7.60,9.44,5/4/2016,Pro level
7.78,9.44,5/4/2016,Pro level
7.82,9.44,5/4/2016,Pro level
7.93,9.44,5/4/2016,Pro level
7.97,9.44,5/4/2016,Pro level
8.00,9.44,5/4/2016,Pro level
8.33,9.44,5/4/2016,Pro level
8.50,9.44,5/4/2016,Pro level
8.53,9.44,5/4/2016,Pro level
8.70,9.44,5/4/2016,Pro level
8.77,9.44,5/4/2016,Pro level
9.00,9.44,5/4/2016,Pro level
9.27,9.44,5/4/2016,Pro level
9.43,9.44,5/4/2016,Pro level
10.43,9.44,5/4/2016,Pro level
1.28,7.35,5/4/2016,Intermediate Level
4.13,7.35,5/4/2016,Intermediate Level
5.53,7.35,5/4/2016,Intermediate Level
6.70,7.35,5/4/2016,Intermediate Level
6.80,7.35,5/4/2016,Intermediate Level
8.23,7.35,5/4/2016,Intermediate Level
8.93,7.35,5/4/2016,Intermediate Level
9.02,7.35,5/4/2016,Intermediate Level
1.08,7.02,5/4/2016,Intermediate Level
5.12,7.02,5/4/2016,Intermediate Level
5.35,7.02,5/4/2016,Intermediate Level
8.18,7.02,5/4/2016,Intermediate Level
8.30,7.02,5/4/2016,Intermediate Level
8.33,7.02,5/4/2016,Intermediate Level
8.35,7.02,5/4/2016,Intermediate Level
8.43,7.02,5/4/2016,Intermediate Level
8.53,7.02,5/4/2016,Intermediate Level
8.60,7.02,5/4/2016,Intermediate Level
8.62,7.02,5/4/2016,Intermediate Level
8.70,7.02,5/4/2016,Intermediate Level
8.83,7.02,5/4/2016,Intermediate Level
9.05,7.02,5/4/2016,Intermediate Level
9.10,7.02,5/4/2016,Intermediate Level
9.17,7.02,5/4/2016,Intermediate Level
9.18,7.02,5/4/2016,Intermediate Level
9.28,7.02,5/4/2016,Intermediate Level
9.30,7.02,5/4/2016,Intermediate Level
9.42,7.02,5/4/2016,Intermediate Level
10.63,7.02,5/4/2016,Intermediate Level
12.03,7.02,5/4/2016,Intermediate Level
1.08,9.52,5/4/2016,Pro level
1.42,9.52,5/4/2016,Pro level
1.73,9.52,5/4/2016,Pro level
5.63,9.52,5/4/2016,Pro level
5.77,9.52,5/4/2016,Pro level
6.25,9.52,5/4/2016,Pro level
6.27,9.52,5/4/2016,Pro level
6.90,9.52,5/4/2016,Pro level
7.17,9.52,5/4/2016,Pro level
7.47,9.52,5/4/2016,Pro level
7.52,9.52,5/4/2016,Pro level
7.63,9.52,5/4/2016,Pro level
8.23,9.52,5/4/2016,Pro level
8.25,9.52,5/4/2016,Pro level
8.27,9.52,5/4/2016,Pro level
8.33,9.52,5/4/2016,Pro level
8.35,9.52,5/4/2016,Pro level
8.77,9.52,5/4/2016,Pro level
9.02,9.52,5/4/2016,Pro level
9.92,9.52,5/4/2016,Pro level
9.95,9.52,5/4/2016,Pro level
10.68,9.52,5/4/2016,Pro level
1.78,1.96,5/4/2016,Beginner Level
1.80,1.96,5/4/2016,Beginner Level
5.75,1.96,5/4/2016,Beginner Level
5.88,1.96,5/4/2016,Beginner Level
6.05,1.96,5/4/2016,Beginner Level
6.23,1.96,5/4/2016,Beginner Level
6.32,1.96,5/4/2016,Beginner Level
6.52,1.96,5/4/2016,Beginner Level
6.70,1.96,5/4/2016,Beginner Level
6.77,1.96,5/4/2016,Beginner Level
6.95,1.96,5/4/2016,Beginner Level
7.07,1.96,5/4/2016,Beginner Level
7.10,1.96,5/4/2016,Beginner Level
7.27,1.96,5/4/2016,Beginner Level
7.37,1.96,5/4/2016,Beginner Level
7.50,1.96,5/4/2016,Beginner Level
7.62,1.96,5/4/2016,Beginner Level
7.65,1.96,5/4/2016,Beginner Level
7.70,1.96,5/4/2016,Beginner Level
7.82,1.96,5/4/2016,Beginner Level
8.20,1.96,5/4/2016,Beginner Level
8.32,1.96,5/4/2016,Beginner Level
8.35,1.96,5/4/2016,Beginner Level
8.55,1.96,5/4/2016,Beginner Level
8.83,1.96,5/4/2016,Beginner Level
8.88,1.96,5/4/2016,Beginner Level
9.03,1.96,5/4/2016,Beginner Level
2.02,3.46,5/4/2016,Beginner Level
2.15,3.46,5/4/2016,Beginner Level
2.23,3.46,5/4/2016,Beginner Level
2.28,3.46,5/4/2016,Beginner Level
2.98,3.46,5/4/2016,Beginner Level
4.28,6.62,5/4/2016,Intermediate Level
5.20,6.62,5/4/2016,Intermediate Level
6.10,6.62,5/4/2016,Intermediate Level
6.22,6.62,5/4/2016,Intermediate Level
6.33,6.62,5/4/2016,Intermediate Level
6.77,6.62,5/4/2016,Intermediate Level
6.92,6.62,5/4/2016,Intermediate Level
7.13,6.62,5/4/2016,Intermediate Level
7.15,6.62,5/4/2016,Intermediate Level
7.17,6.62,5/4/2016,Intermediate Level
7.18,6.62,5/4/2016,Intermediate Level
7.23,6.62,5/4/2016,Intermediate Level
7.32,6.62,5/4/2016,Intermediate Level
7.37,6.62,5/4/2016,Intermediate Level
7.45,6.62,5/4/2016,Intermediate Level
7.48,6.62,5/4/2016,Intermediate Level
7.63,6.62,5/4/2016,Intermediate Level
7.68,6.62,5/4/2016,Intermediate Level
7.80,6.62,5/4/2016,Intermediate Level
7.92,6.62,5/4/2016,Intermediate Level
8.12,6.62,5/4/2016,Intermediate Level
8.35,6.62,5/4/2016,Intermediate Level
8.43,6.62,5/4/2016,Intermediate Level
9.05,6.62,5/4/2016,Intermediate Level
10.20,6.62,5/4/2016,Intermediate Level
5.88,2.77,5/4/2016,Beginner Level
6.52,2.77,5/4/2016,Beginner Level
6.70,2.77,5/4/2016,Beginner Level
6.82,2.77,5/4/2016,Beginner Level
6.83,2.77,5/4/2016,Beginner Level
6.97,2.77,5/4/2016,Beginner Level
7.15,2.77,5/4/2016,Beginner Level
7.18,2.77,5/4/2016,Beginner Level
7.23,2.77,5/4/2016,Beginner Level
7.38,2.77,5/4/2016,Beginner Level
7.55,2.77,5/4/2016,Beginner Level
7.62,2.77,5/4/2016,Beginner Level
7.73,2.77,5/4/2016,Beginner Level
7.80,2.77,5/4/2016,Beginner Level
7.83,2.77,5/4/2016,Beginner Level
7.85,2.77,5/4/2016,Beginner Level
7.92,2.77,5/4/2016,Beginner Level
8.10,2.77,5/4/2016,Beginner Level
8.13,2.77,5/4/2016,Beginner Level
8.23,2.77,5/4/2016,Beginner Level
8.25,2.77,5/4/2016,Beginner Level
9.02,2.77,5/4/2016,Beginner Level
10.13,2.77,5/4/2016,Beginner Level
10.67,2.77,5/4/2016,Beginner Level
11.30,2.77,5/4/2016,Beginner Level
11.43,2.77,5/4/2016,Beginner Level
12.08,2.77,5/4/2016,Beginner Level
14.05,2.77,5/4/2016,Beginner Level
1.30,3.89,5/4/2016,Beginner Level
6.10,3.89,5/4/2016,Beginner Level
6.20,3.89,5/4/2016,Beginner Level
6.28,3.89,5/4/2016,Beginner Level
6.63,3.89,5/4/2016,Beginner Level
6.70,3.89,5/4/2016,Beginner Level
6.88,3.89,5/4/2016,Beginner Level
7.22,3.89,5/4/2016,Beginner Level
7.28,3.89,5/4/2016,Beginner Level
7.30,3.89,5/4/2016,Beginner Level
7.42,3.89,5/4/2016,Beginner Level
7.53,3.89,5/4/2016,Beginner Level
7.63,3.89,5/4/2016,Beginner Level
7.68,3.89,5/4/2016,Beginner Level
7.75,3.89,5/4/2016,Beginner Level
7.93,3.89,5/4/2016,Beginner Level
8.00,3.89,5/4/2016,Beginner Level
8.08,3.89,5/4/2016,Beginner Level
8.28,3.89,5/4/2016,Beginner Level
9.05,3.89,5/4/2016,Beginner Level
9.22,3.89,5/4/2016,Beginner Level
9.37,3.89,5/4/2016,Beginner Level
9.72,3.89,5/4/2016,Beginner Level
10.25,3.89,5/4/2016,Beginner Level
10.57,3.89,5/4/2016,Beginner Level
5.83,2.26,5/4/2016,Beginner Level
6.12,2.26,5/4/2016,Beginner Level
6.63,2.26,5/4/2016,Beginner Level
6.92,2.26,5/4/2016,Beginner Level
6.93,2.26,5/4/2016,Beginner Level
8.20,2.26,5/4/2016,Beginner Level
8.37,2.26,5/4/2016,Beginner Level
8.45,2.26,5/4/2016,Beginner Level
8.50,2.26,5/4/2016,Beginner Level
8.70,2.26,5/4/2016,Beginner Level
8.98,2.26,5/4/2016,Beginner Level
9.10,2.26,5/4/2016,Beginner Level
9.17,2.26,5/4/2016,Beginner Level
9.28,2.26,5/4/2016,Beginner Level
9.58,2.26,5/4/2016,Beginner Level
10.05,2.26,5/4/2016,Beginner Level
10.60,2.26,5/4/2016,Beginner Level
11.63,2.26,5/4/2016,Beginner Level
4.33,0.00,5/4/2016,Beginner Level
6.77,0.00,5/4/2016,Beginner Level
7.35,0.00,5/4/2016,Beginner Level
5.57,6.71,5/4/2016,Intermediate Level
6.10,6.71,5/4/2016,Intermediate Level
6.43,6.71,5/4/2016,Intermediate Level
6.45,6.71,5/4/2016,Intermediate Level
6.92,6.71,5/4/2016,Intermediate Level
6.97,6.71,5/4/2016,Intermediate Level
7.07,6.71,5/4/2016,Intermediate Level
7.10,6.71,5/4/2016,Intermediate Level
7.25,6.71,5/4/2016,Intermediate Level
7.43,6.71,5/4/2016,Intermediate Level
7.45,6.71,5/4/2016,Intermediate Level
7.55,6.71,5/4/2016,Intermediate Level
7.58,6.71,5/4/2016,Intermediate Level
7.62,6.71,5/4/2016,Intermediate Level
7.63,6.71,5/4/2016,Intermediate Level
7.70,6.71,5/4/2016,Intermediate Level
7.78,6.71,5/4/2016,Intermediate Level
8.00,6.71,5/4/2016,Intermediate Level
8.02,6.71,5/4/2016,Intermediate Level
8.03,6.71,5/4/2016,Intermediate Level
8.18,6.71,5/4/2016,Intermediate Level
8.28,6.71,5/4/2016,Intermediate Level
8.57,6.71,5/4/2016,Intermediate Level
8.92,6.71,5/4/2016,Intermediate Level
9.10,6.71,5/4/2016,Intermediate Level
9.48,6.71,5/4/2016,Intermediate Level
11.32,6.71,5/4/2016,Intermediate Level
1.02,0.00,5/4/2016,Beginner Level
1.37,0.00,5/4/2016,Beginner Level
5.55,8.31,5/4/2016,Pro level
6.12,8.31,5/4/2016,Pro level
6.43,8.31,5/4/2016,Pro level
6.78,8.31,5/4/2016,Pro level
6.85,8.31,5/4/2016,Pro level
7.27,8.31,5/4/2016,Pro level
7.30,8.31,5/4/2016,Pro level
7.45,8.31,5/4/2016,Pro level
7.47,8.31,5/4/2016,Pro level
7.62,8.31,5/4/2016,Pro level
7.65,8.31,5/4/2016,Pro level
7.68,8.31,5/4/2016,Pro level
7.72,8.31,5/4/2016,Pro level
7.75,8.31,5/4/2016,Pro level
7.93,8.31,5/4/2016,Pro level
7.98,8.31,5/4/2016,Pro level
8.05,8.31,5/4/2016,Pro level
8.15,8.31,5/4/2016,Pro level
8.33,8.31,5/4/2016,Pro level
8.37,8.31,5/4/2016,Pro level
8.50,8.31,5/4/2016,Pro level
8.75,8.31,5/4/2016,Pro level
9.13,8.31,5/4/2016,Pro level
11.73,8.31,5/4/2016,Pro level
1.25,11.15,5/4/2016,Pro level
5.62,11.15,5/4/2016,Pro level
8.22,11.15,5/4/2016,Pro level
5.92,6.24,5/4/2016,Intermediate Level
5.93,6.24,5/4/2016,Intermediate Level
6.42,6.24,5/4/2016,Intermediate Level
6.45,6.24,5/4/2016,Intermediate Level
6.52,6.24,5/4/2016,Intermediate Level
6.65,6.24,5/4/2016,Intermediate Level
6.70,6.24,5/4/2016,Intermediate Level
6.82,6.24,5/4/2016,Intermediate Level
6.95,6.24,5/4/2016,Intermediate Level
7.02,6.24,5/4/2016,Intermediate Level
7.15,6.24,5/4/2016,Intermediate Level
7.52,6.24,5/4/2016,Intermediate Level
7.58,6.24,5/4/2016,Intermediate Level
7.82,6.24,5/4/2016,Intermediate Level
7.95,6.24,5/4/2016,Intermediate Level
8.12,6.24,5/4/2016,Intermediate Level
8.20,6.24,5/4/2016,Intermediate Level
8.55,6.24,5/4/2016,Intermediate Level
8.88,6.24,5/4/2016,Intermediate Level
8.98,6.24,5/4/2016,Intermediate Level
9.10,6.24,5/4/2016,Intermediate Level
9.25,6.24,5/4/2016,Intermediate Level
9.27,6.24,5/4/2016,Intermediate Level
9.37,6.24,5/4/2016,Intermediate Level
9.73,6.24,5/4/2016,Intermediate Level
9.85,6.24,5/4/2016,Intermediate Level
10.00,6.24,5/4/2016,Intermediate Level
10.10,6.24,5/4/2016,Intermediate Level
11.48,6.24,5/4/2016,Intermediate Level
6.00,1.46,5/4/2016,Beginner Level
6.28,1.46,5/4/2016,Beginner Level
6.77,1.46,5/4/2016,Beginner Level
6.78,1.46,5/4/2016,Beginner Level
6.93,1.46,5/4/2016,Beginner Level
7.05,1.46,5/4/2016,Beginner Level
7.13,1.46,5/4/2016,Beginner Level
7.72,1.46,5/4/2016,Beginner Level
8.22,1.46,5/4/2016,Beginner Level
8.38,1.46,5/4/2016,Beginner Level
8.78,1.46,5/4/2016,Beginner Level
9.08,1.46,5/4/2016,Beginner Level
9.12,1.46,5/4/2016,Beginner Level
9.20,1.46,5/4/2016,Beginner Level
4.40,8.90,5/5/2016,Pro level
4.57,8.90,5/5/2016,Pro level
4.93,8.90,5/5/2016,Pro level
5.10,8.90,5/5/2016,Pro level
5.15,8.90,5/5/2016,Pro level
5.33,8.90,5/5/2016,Pro level
5.38,8.90,5/5/2016,Pro level
5.70,8.90,5/5/2016,Pro level
5.77,8.90,5/5/2016,Pro level
5.82,8.90,5/5/2016,Pro level
5.90,8.90,5/5/2016,Pro level
6.07,8.90,5/5/2016,Pro level
6.12,8.90,5/5/2016,Pro level
6.28,8.90,5/5/2016,Pro level
6.40,8.90,5/5/2016,Pro level
6.55,8.90,5/5/2016,Pro level
6.60,8.90,5/5/2016,Pro level
6.72,8.90,5/5/2016,Pro level
6.78,8.90,5/5/2016,Pro level
7.08,8.90,5/5/2016,Pro level
7.37,8.90,5/5/2016,Pro level
7.48,8.90,5/5/2016,Pro level
10.18,8.90,5/5/2016,Pro level
11.87,8.90,5/5/2016,Pro level
2.12,3.19,5/5/2016,Beginner Level
2.37,3.19,5/5/2016,Beginner Level
2.57,3.19,5/5/2016,Beginner Level
16.02,3.19,5/5/2016,Beginner Level
16.02,1.48,5/5/2016,Beginner Level
2.97,0.00,5/5/2016,Beginner Level
5.25,0.00,5/5/2016,Beginner Level
7.03,0.00,5/5/2016,Beginner Level
8.32,0.00,5/5/2016,Beginner Level
12.92,0.00,5/5/2016,Beginner Level
6.33,7.54,5/5/2016,Intermediate Level
8.08,7.54,5/5/2016,Intermediate Level
8.30,7.54,5/5/2016,Intermediate Level
8.50,7.54,5/5/2016,Intermediate Level
8.57,7.54,5/5/2016,Intermediate Level
8.68,7.54,5/5/2016,Intermediate Level
8.85,7.54,5/5/2016,Intermediate Level
9.00,7.54,5/5/2016,Intermediate Level
9.05,7.54,5/5/2016,Intermediate Level
9.08,7.54,5/5/2016,Intermediate Level
9.10,7.54,5/5/2016,Intermediate Level
9.13,7.54,5/5/2016,Intermediate Level
9.22,7.54,5/5/2016,Intermediate Level
9.23,7.54,5/5/2016,Intermediate Level
9.27,7.54,5/5/2016,Intermediate Level
9.33,7.54,5/5/2016,Intermediate Level
9.42,7.54,5/5/2016,Intermediate Level
9.45,7.54,5/5/2016,Intermediate Level
9.47,7.54,5/5/2016,Intermediate Level
9.55,7.54,5/5/2016,Intermediate Level
9.85,7.54,5/5/2016,Intermediate Level
10.12,7.54,5/5/2016,Intermediate Level
1.15,3.51,5/5/2016,Beginner Level
5.08,8.58,5/5/2016,Pro level
5.60,8.58,5/5/2016,Pro level
6.18,8.58,5/5/2016,Pro level
6.20,8.58,5/5/2016,Pro level
6.37,8.58,5/5/2016,Pro level
6.40,8.58,5/5/2016,Pro level
6.58,8.58,5/5/2016,Pro level
6.62,8.58,5/5/2016,Pro level
7.05,8.58,5/5/2016,Pro level
7.38,8.58,5/5/2016,Pro level
7.53,8.58,5/5/2016,Pro level
7.60,8.58,5/5/2016,Pro level
7.78,8.58,5/5/2016,Pro level
7.82,8.58,5/5/2016,Pro level
7.93,8.58,5/5/2016,Pro level
7.97,8.58,5/5/2016,Pro level
8.00,8.58,5/5/2016,Pro level
8.33,8.58,5/5/2016,Pro level
8.50,8.58,5/5/2016,Pro level
8.53,8.58,5/5/2016,Pro level
8.70,8.58,5/5/2016,Pro level
8.77,8.58,5/5/2016,Pro level
9.00,8.58,5/5/2016,Pro level
9.27,8.58,5/5/2016,Pro level
9.43,8.58,5/5/2016,Pro level
10.43,8.58,5/5/2016,Pro level
1.28,8.43,5/5/2016,Pro level
4.13,8.43,5/5/2016,Pro level
5.53,8.43,5/5/2016,Pro level
6.70,8.43,5/5/2016,Pro level
6.80,8.43,5/5/2016,Pro level
8.23,8.43,5/5/2016,Pro level
8.93,8.43,5/5/2016,Pro level
9.02,8.43,5/5/2016,Pro level
1.08,9.49,5/5/2016,Pro level
5.12,9.49,5/5/2016,Pro level
5.35,9.49,5/5/2016,Pro level
8.18,9.49,5/5/2016,Pro level
8.30,9.49,5/5/2016,Pro level
8.33,9.49,5/5/2016,Pro level
8.35,9.49,5/5/2016,Pro level
8.43,9.49,5/5/2016,Pro level
8.53,9.49,5/5/2016,Pro level
8.60,9.49,5/5/2016,Pro level
8.62,9.49,5/5/2016,Pro level
8.70,9.49,5/5/2016,Pro level
8.83,9.49,5/5/2016,Pro level
9.05,9.49,5/5/2016,Pro level
9.10,9.49,5/5/2016,Pro level
9.17,9.49,5/5/2016,Pro level
9.18,9.49,5/5/2016,Pro level
9.28,9.49,5/5/2016,Pro level
9.30,9.49,5/5/2016,Pro level
9.42,9.49,5/5/2016,Pro level
10.63,9.49,5/5/2016,Pro level
12.03,9.49,5/5/2016,Pro level
1.08,7.38,5/5/2016,Intermediate Level
